Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageAccOptimalReward
0,0.141147353875,0.154637006855,0.298056512191,0.197208329042,0.347431876146,0.394417006736,0.122934000878,0.20341647718,0.104421562397,0.262964140478,0.222663426578
1,0.281163404508,0.303494008399,0.677352188889,0.661692990558,0.566815829931,0.731187480733,0.247182008923,0.464090829731,0.350631865882,0.442901906157,0.472651251371
2,0.498179953062,0.511633791416,1.05551800462,1.00842867025,0.752081185197,1.01497040878,0.527107472948,0.700290166352,0.646526988344,0.618088957048,0.733282559802
3,0.681939279007,0.749843791199,1.40057476007,1.15351313278,1.0137753362,1.31632541411,0.896122076683,0.917557344387,0.850534011674,0.886730633557,0.986691577968
4,0.904660737862,0.939839441963,1.69833555297,1.55882088818,1.25121322541,1.6380279835,1.13562177001,1.1852034499,0.949659805834,1.08372837799,1.23451112336
5,1.13783906769,1.16678311071,2.09000061824,1.69288290387,1.4961600318,1.9344259828,1.12561585896,1.53037741723,1.22767452622,1.21964993818,1.46214094557
6,1.37957488031,1.37745949045,2.47894277487,2.07036464848,1.72697313393,2.09002232645,1.47140060848,1.79344170584,1.41574489825,1.47776797983,1.72816924469
7,1.57984874218,1.52233807404,2.79398452445,2.42718894858,2.00165183663,2.40103975859,1.81691518729,2.14534247338,1.46172054616,1.64435318723,1.97943832785
8,1.74754263233,1.71979038918,3.09024387366,2.83416006801,2.22113211953,2.71707698403,1.98283168225,2.34538555938,1.62546591897,1.88956402345,2.21731932508
9,1.90963951953,1.88601012631,3.47981565152,2.99091228752,2.48557688186,3.01415274535,2.22666593723,2.60115389804,1.91803237837,2.06161024468,2.45735696704
10,2.12163024937,2.07631591085,3.79030384956,3.37458963939,2.78346255953,3.17046885883,2.66295020602,2.8478115656,2.18911569375,2.20816939736,2.72248179303
11,2.38495661442,2.22482959079,4.14987837957,3.70394074779,3.01918546543,3.42994201272,2.9965589143,3.03263126655,2.27359542963,2.43978864155,2.96553070628
12,2.61376720189,2.43987377395,4.47821680957,3.91117703967,3.25608577602,3.68188469766,3.23135968035,3.36750076935,2.56360536743,2.61556058266,3.21590316985
13,2.8228429585,2.6652665494,4.76580730585,4.14293271853,3.49877912678,3.95867520217,3.37590159642,3.58391480173,2.67502642356,2.85844717485,3.43475938578
14,2.94799186413,2.90347654919,5.09565390345,4.57725548445,3.79376376131,4.212492906,3.55217385924,3.81605210052,2.77970219846,3.01981563416,3.66983782609
15,3.08514635129,3.06288489199,5.43661421004,4.95104466992,4.05188860944,4.47234391326,3.70547407092,4.0870327529,2.72656296253,3.25804191721,3.88370343495
16,3.22500835016,3.29100865046,5.77342026274,5.3206441325,4.2705291207,4.75187408701,3.99851781401,4.30273516309,2.82717089883,3.46021955165,4.12211280312
17,3.40289183812,3.51816854092,6.08385956879,5.73802201275,4.53000320407,4.94646162449,4.33694355223,4.62928706488,3.01944868249,3.62301880621,4.3828104895
18,3.55033647731,3.77350477578,6.43577681771,6.13425141819,4.7871977784,5.18231718951,4.4414758627,4.83987944433,3.27761064971,3.83296793625,4.62553183499
19,3.73237954552,3.98295739218,6.91715595478,6.40589482335,5.05246033265,5.33873835096,4.76548541238,5.11372446098,3.37579500558,4.02003340767,4.87046246861
20,3.89591995697,4.19381541775,7.24399329138,6.70500109911,5.26083511505,5.50464437305,4.81735631101,5.42781378299,3.51605262546,4.12246726226,5.0687899235
21,4.10325820212,4.40960587158,7.4606889735,7.11352449243,5.54379615406,5.76438278377,4.97555032437,5.67861244793,3.64806269176,4.28997822787,5.29874601694
22,4.22816571643,4.59859113647,7.78637236464,7.37774930604,5.8122996232,6.03712570009,5.08805241565,5.93059741801,3.63123643176,4.52261919796,5.50128093103
23,4.44305294138,4.84018847513,8.10625514108,7.76312661812,6.04121015989,6.33135059087,5.06019040588,6.18645387363,3.891656058,4.74206454665,5.74055488106
24,4.62548578254,5.09859928024,8.45082173933,8.01563871008,6.26388201409,6.55900874685,5.29499117193,6.41778200285,4.13556705832,4.86931510303,5.97310916093
25,4.77260762644,5.19030619982,8.8343582825,8.42986861403,6.63769434461,6.83546012712,5.56899300147,6.77107138597,4.16273294044,5.03105936337,6.22341518858
