Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageAccOptimalReward
0,0.270028748429,0.323041905021,0.173677418777,0.404414159027,0.223328328281,0.618960183307,0.350691369962,5.98856903661,1.37801201583,0.223022228758,0.995374539401
1,0.712169103017,0.539320763178,0.386324907553,0.746506979827,0.47128887845,1.57931390912,1.37664279002,6.26066230516,3.4398983479,0.447566972687,1.59596949569
2,0.943169952561,9.5116447072,0.586842318554,3.558431771,2.05645290746,4.61327131974,4.29072476273,6.81461566245,5.83119438818,1.10907584267,3.93154236325
3,1.13973397926,10.2568098714,0.811088708145,4.36337578376,2.73678878931,5.33970190354,12.9272262051,18.4965113661,6.79547898841,1.37388550146,6.42406010965
4,1.35864625028,10.5179386962,1.56108648063,5.88294727597,2.89541617009,6.67187448377,13.2426916081,18.9207087875,30.1731991647,1.66844934181,9.2892958259
5,1.62061176626,10.807994472,2.02788502606,8.23850604721,3.41324801101,6.92136359868,14.2369804409,20.0800974689,36.062114028,2.36402928296,10.5772830142
6,1.8556704961,11.4540418407,2.35983489684,8.63702804479,3.620912207,7.30528794787,15.0572575666,23.9816924378,38.38292697,3.17240386143,11.5827056269
7,2.08248601919,11.9157760353,4.25812328718,9.74307053247,3.80717385997,7.73268777664,21.8662723783,24.4229876976,39.8721082671,3.40913338799,12.9109819242
8,2.28954378493,12.336313302,4.56245276251,10.7272053022,4.07809755265,8.03995730415,22.3870663875,24.7128144166,44.9295161901,3.67785080991,13.7740817813
9,2.47849940644,12.7119974377,4.72682858903,12.639472701,4.36491200563,12.6531366188,23.0005508623,25.0301022337,47.7441012349,4.02052744615,14.9370128536
10,2.70875574038,19.8276995359,4.91080406755,14.5756920895,5.06917434252,13.2360402977,33.776853034,25.3194690595,51.1923870496,6.26264834604,17.6879523563
11,2.95438543634,20.3703473252,5.16119140309,20.2123667945,13.4335260928,13.7767084514,34.6548773717,25.5498645889,51.4335696736,6.6150852779,19.4161922415
12,3.19609971427,21.4164140027,7.76294656656,47.1831847239,13.6740027386,14.1518658445,35.3604223983,26.2733135087,51.9665211732,7.04156120554,22.8026331876
13,3.43781399221,21.6775342007,10.9748091411,47.4528229654,14.0324688811,16.4225203315,37.1194910545,26.5499298898,52.6517333202,7.49987406573,23.7818997842
14,4.13763313362,22.114670467,11.1526500205,48.1955650305,19.7288252684,18.613247078,38.8218291297,34.2721545756,53.0665069194,7.71473065512,25.7817812278
15,4.69930578614,22.3940596267,11.3520995474,49.5961000748,19.9514461434,20.2938011211,178.959236158,34.8724600284,67.9734675973,7.98555160347,41.8077527686
16,4.88745998987,23.4746911184,11.5213507367,49.8741539677,20.929198645,20.6676664756,179.602384921,36.0952194087,68.734037449,8.21771157446,42.4003874286
