Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageAccOptimalReward
0,0.209456547672,0.37983691605,0.302087857369,0.376863105253,2.89845847056,1.10944426605,2.1188326532,0.64544845537,0.79147034546,0.653018650449,0.948491726744
1,0.449352830543,0.810617522985,0.616382594028,0.830337749471,4.79250229673,2.18617304311,4.05847845624,1.21074718416,1.39351668297,1.25616067911,1.76042690394
2,0.689693339971,1.28353858941,0.942507103844,1.19980496333,7.26273158028,3.3983579684,6.10455772145,1.64874472198,2.40913203723,2.15060102024,2.70896690461
3,1.07539112202,1.62764545328,1.45730273056,1.48704057735,8.79840493772,4.08231816319,8.16697461481,2.1018905347,3.65551093513,2.79061032074,3.52430893895
4,1.32430535648,2.19724728661,1.61591153098,1.78871210124,10.8852649353,4.5887313234,10.034645689,2.76097810537,4.93154518912,3.5248245713,4.36521660888
5,1.6436480927,2.72444451414,2.06847899985,2.20079390419,13.3554942188,5.56210034202,12.9267542779,3.29729717686,5.54851977874,4.24723771938,5.35747690246
6,1.89360748701,3.15630919439,2.30952714992,2.50412881804,16.1393332224,6.0120300921,15.0440827181,3.8915448076,6.32440380306,4.67218464859,6.19471519413
7,2.13560019952,3.5442374419,2.79735805768,2.83916421187,18.855392095,6.7041302995,16.4744527096,4.4348884447,7.25135978962,5.06391387754,7.01004971269
8,2.40347698094,4.01262336402,3.14496503327,3.14479010063,21.5077808302,7.18800577947,18.2864562649,5.14798008625,8.37614824104,5.83814592127,7.90503726021
9,2.68990429788,4.48043578375,3.60615013242,3.52283191818,24.1991584023,8.08260588009,21.0084234838,5.82462218643,9.20223041679,6.57089799271,8.91872604943
10,2.94520848966,4.79092734017,3.93341151814,3.78468837623,27.0824520757,9.22386371849,22.9016191261,6.33582775087,10.0938424625,7.04291223366,9.81347530915
11,3.21170781976,5.18080419224,4.25177855806,4.03588218198,29.3796607569,10.1264101497,25.6243372325,6.92077127233,11.1340968394,7.66702635542,10.7532475358
12,3.47795854136,5.60661139876,4.53485009038,4.25078956481,32.1425597818,11.6012122549,28.0556279501,7.58565889048,12.1145957036,8.21231389978,11.7582178076
13,3.71813424703,5.95987345733,4.79960801061,4.52175795662,34.7949485171,12.1824673935,30.0328604046,8.59624470872,12.9291614005,8.71060328818,12.6245659384
14,3.9505550211,6.37338541008,4.9982545576,4.94971770244,37.395278685,13.2908769534,32.2323977601,9.42653388966,13.5658611414,9.35534709505,13.5538208216
15,4.19454957914,6.60661008186,5.33348176895,5.37007028724,39.7209372734,14.0920819322,34.8323159199,10.1316295764,14.438479614,9.86742255843,14.4587578591
16,4.49190594164,6.91289898634,5.85605748328,5.78684536028,42.0343803022,15.0351044556,36.9655910591,10.6516019083,15.669476665,10.487438341,15.3891300503
17,4.75521726204,7.33671496417,6.1736585698,6.10421446976,45.3168694705,16.0285704455,39.4220987589,11.2288460712,16.4550425683,11.3346573489,16.4155889929
18,4.98313181043,7.6295756107,6.59493713023,6.39303190323,48.5158632496,17.0874116296,41.8161471954,11.5738429399,17.423872455,12.1840141304,17.4201828055
