Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageAccOptimalReward
0,0.182114199327,0.12116826615,0.320346947512,0.23236603175,0.229988335905,0.195898853934,0.165503908021,0.269832186963,0.138533218876,0.0894813621609,0.19452333106
1,0.344354673037,0.245598342513,0.631583813793,0.389222150269,0.454331669851,0.532180174995,0.385281825867,0.452299943751,0.180962080659,0.339730277062,0.39555449518
2,0.480130119331,0.438081377714,1.00655900048,0.692124125586,0.693554506222,0.610902795439,0.751314332524,0.750295994851,0.340059495663,0.543481419217,0.630650316702
3,0.676243628326,0.586637166351,1.38532329246,0.93999841348,0.924714603957,0.981708587873,1.07895163711,1.10116173805,0.325765853227,0.727048088558,0.872755300939
4,0.855139918903,0.7410220343,1.66364398625,1.23825926378,1.18599937887,1.2042741033,1.23029925842,1.31296847453,0.465266757971,0.888847699963,1.07857208763
5,1.10902903288,0.939426700511,2.028887559,1.707254929,1.32586808807,1.49476231309,1.57035611649,1.53135849143,0.693681687032,1.0274333531,1.34280582706
6,1.32647098207,1.15469322546,2.37142832214,1.95794068474,1.545815733,1.81016603809,1.75944668908,1.78020383328,0.757183722555,1.1871801734,1.56505294038
7,1.50648080976,1.36250462216,2.69328136908,2.27538845194,1.83024255904,2.17721187616,1.96707196044,2.01708485433,1.09469338611,1.45935970713,1.83833195962
8,1.68310513926,1.52903848813,2.8994198171,2.52126714526,2.04117850667,2.5566459641,1.98462878804,2.2616955562,1.25577513025,1.72377614849,2.04565306835
9,1.90682118299,1.72524073156,3.16223241991,2.82504913259,2.24923035033,2.80943401564,2.09818114603,2.58970316559,1.34322477983,1.90986044575,2.26189773702
10,2.1476700058,1.88684980631,3.48519026585,3.16444957223,2.48611861534,3.0698066535,2.10403340117,2.82168933134,1.60323618677,1.94421080587,2.47132546442
11,2.33261550589,2.05587768498,3.68233455391,3.39838464609,2.71036989514,3.47619518895,2.15093023345,3.06833414544,1.69955752824,2.20038006559,2.67749794477
12,2.49795283847,2.23087934033,4.01242091933,3.62794392912,2.91622451264,3.72438164447,2.34471180254,3.35267434955,2.06832583984,2.34294009916,2.91184552755
13,2.64246913228,2.36664778182,4.43443175408,3.93287861722,3.17905915211,4.09933143618,2.60117936735,3.67351261119,2.21821969946,2.56335996954,3.17110895212
14,2.86137245852,2.61364800342,4.75738960002,4.32935875761,3.39669011984,4.40459936624,2.68681617973,3.9463997796,2.42846163229,2.76130824192,3.41860441392
15,3.08285619837,2.84624411107,5.12865367702,4.6353363784,3.67266314401,4.60637856522,2.88335413724,4.20045678657,2.5562618949,2.92724494346,3.65394498363
16,3.23098887365,2.95389361523,5.6100328141,4.79595191018,3.86682748172,4.93722116822,3.11322115817,4.42112746866,2.61517390021,3.06905066701,3.86134890571
17,3.38942926702,3.18098634943,5.91514109196,5.16718978927,4.08283324811,5.33755683898,3.48367160205,4.66866368963,2.49026956118,3.24571585184,4.09614572895
18,3.57388140189,3.36967720803,6.28485075718,5.58938695691,4.45333791363,5.63891184431,3.7753129678,5.01911804648,2.71398178978,3.43878645352,4.38572453395
19,3.79108939503,3.49927604453,6.66203155894,5.93375612839,4.71778267596,5.95057351276,3.99163053684,5.31009136028,2.75313116447,3.61502168701,4.62243840642
20,3.9836021163,3.59657167264,7.00254361365,6.22704517923,4.94568358697,6.23453029263,4.16780995764,5.60202909888,2.853530539,3.77189883114,4.83852448881
21,4.18168810078,3.78592248678,7.39022920787,6.62352531962,5.17985935969,6.43038198458,4.40310578272,5.8275696209,3.11481956764,3.98084730943,5.091794874
22,4.38687552152,3.96250607946,7.70168940776,7.12401336386,5.44966690474,6.67066419638,4.5715231898,6.01742411487,3.21017323994,4.20278539525,5.32973214136
23,4.51699840955,4.12350856754,8.17280460973,7.39254544081,5.68754880362,6.98632034971,4.81784306177,6.22749834958,3.52230226686,4.44932640334,5.58966962625
24,4.68918270019,4.28948536724,8.47023664391,7.57285672381,5.94165749044,7.14178491391,5.03771286559,6.54393679393,3.56192029381,4.60670952567,5.78554833185
25,4.83481829616,4.38066956008,8.8470807113,7.87181818468,6.15946867675,7.51154319788,5.32197447411,6.85400612081,3.85507301407,4.87659314076,6.05130453766
26,5.00444712361,4.67264733066,9.19955701137,8.06528855246,6.41502319431,7.72558412275,5.61158657289,7.18055802259,3.94229720709,5.04808563364,6.28650747714
27,5.15645995718,4.88512649934,9.4250429027,8.42004222587,6.6288232332,8.03797396008,5.94747434121,7.47541636845,4.20877675526,5.20865154754,6.53937877908
28,5.3449379275,5.08306139222,9.72911508682,8.74321252898,6.85093350921,8.19219940862,5.94465116161,7.78339353947,4.35696941083,5.33434593195,6.73628198972
29,5.55361506121,5.26585935796,10.1060382426,9.14207212813,7.10424698212,8.45176613234,6.11582379974,8.08926494929,4.54021960537,5.49168578869,6.98605920475
30,5.70240626502,5.52627114371,10.3750912386,9.45859092865,7.31975565101,8.72473203421,6.29244255568,8.36062635582,4.62592495307,5.68359668699,7.20694378127
31,5.83663664974,5.71271583068,10.6894197272,9.80047804651,7.54316440979,9.0239529287,6.49437201648,8.63253011789,4.78099449216,5.83123859917,7.43455028183
32,6.08839631169,5.81009899947,10.9743353049,10.1004191227,7.76451459577,9.3541635422,6.97286508566,8.86433606622,4.90467140931,5.98487860537,7.68186790434
