Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageRegret
0,0.0932789039989,0.176540086422,0.0158667897721,0.729694302143,0.489333108498,3.92089840514,0.196389894609,0.165688933307,0.132999473938,0.156622619044,0.607731251687
1,0.521468898837,0.339408431577,0.0226261173998,0.729694302143,0.489333108498,4.18934776611,0.387477136298,0.279273653285,0.313471959816,0.164542847849,0.743664422181
2,0.521468898837,0.479357771892,0.0226261173998,0.729694302143,1.01395383887,5.51323721579,0.555352805056,0.482009804407,0.472486551981,0.254105045289,1.00442923517
3,0.610842330411,0.656709262586,0.0226261173998,0.729694302143,1.01395383887,6.67518321848,0.763567217051,0.684175606148,0.58482207163,0.36329253858,1.21048665033
4,0.800710177328,0.660642639012,0.0226261173998,2.2290255855,1.01395383887,7.2152589052,0.86026467792,0.767149999177,0.720076655605,0.36329253858,1.46530011346
5,0.800710177328,0.849972156184,0.0501514473136,3.72005999967,1.0401347857,9.84888622054,1.04659249838,0.850390459499,0.720076655605,0.366197714039,1.92931721143
6,0.879995904701,0.849972156184,0.0501514473136,3.92937366212,1.0401347857,9.84888622054,1.06642496131,0.970527851821,0.720076655605,0.501516177822,1.98570598231
7,0.879995904701,1.05578893905,0.0501514473136,3.92937366212,1.0401347857,11.9323427372,1.21778702664,1.15491872169,0.770824827829,0.501516177822,2.253283423
8,0.935285344449,1.15698218952,0.0801998029367,3.92937366212,1.0401347857,11.9323427372,1.22291079369,1.37948165899,0.770824827829,0.577166697699,2.30247025001
9,1.11428813802,1.26636640668,0.0801998029367,3.92937366212,1.34915758981,11.9323427372,1.26599717049,1.43156022315,0.770824827829,0.59803234808,2.37381429063
10,1.11428813802,1.45459909109,0.132566680127,3.92937366212,1.4905930909,12.2862791374,1.48344297224,1.5926975849,0.770824827829,0.688210029206,2.49428752138
11,1.11428813802,1.6107944118,0.144217538446,4.56381870332,1.4905930909,12.2862791374,1.53351292595,1.5926975849,0.770824827829,0.701310905615,2.58083372642
12,1.29155091912,1.72560947014,0.216903636108,4.56381870332,1.71161049811,12.2862791374,1.59563359029,1.5926975849,0.772014737151,0.701310905615,2.64574291821
13,1.31723875241,1.77311493155,0.216903636108,4.56381870332,1.71161049811,12.2862791374,1.66836999704,1.63493513171,0.772014737151,0.701310905615,2.66455964304
14,1.3652349191,1.83245813364,0.282760142941,4.56381870332,1.71161049811,12.2862791374,1.73336269974,1.69798693067,0.787909457844,0.745474404028,2.70068950268
15,1.4247788213,1.91408676005,0.282760142941,4.56381870332,1.71161049811,12.3981870912,1.80283396053,1.82153259957,0.787909457844,0.745474404028,2.74529924389
16,1.7319387532,2.08138111269,0.282760142941,4.83208195792,2.12143471327,12.3981870912,1.97450806974,1.82153259957,0.787909457844,0.745474404028,2.87772083025
17,1.7665395477,2.14310317198,0.282760142941,4.83208195792,2.12143471327,12.3981870912,2.11468288632,1.82153259957,0.870410336026,0.793010194517,2.91437426415
18,1.7665395477,2.21315136654,0.382741592036,4.83208195792,2.30757571068,12.3981870912,2.1876349911,1.82485885306,0.870410336026,0.793010194517,2.95761916408
19,1.79548661723,2.30418850981,0.382741592036,5.13327431066,2.55438315674,12.6577888147,2.30881027947,1.82485885306,0.890983203415,0.81269489329,3.06652102304
20,2.04079489413,2.43516811355,0.382741592036,5.13327431066,2.77738851916,12.6577888147,2.42446949615,1.82485885306,0.953062222104,0.876871322574,3.15064181382
21,2.04621079643,2.43516811355,0.382741592036,5.53170620726,3.17969722357,13.2109421352,2.54211314832,1.8705594422,0.969305109945,0.927570541837,3.30960143104
22,2.37752490326,2.581928286,0.382741592036,5.53170620726,3.75963729182,14.6062625576,2.59350827145,1.8705594422,0.969305109945,1.0079759859,3.56811496475
23,2.37752490326,2.65727628904,0.398741750024,5.69365438793,3.90890727787,14.6062625576,2.65002632665,1.8705594422,0.97170235763,1.05101346834,3.61856687605
24,2.40413134475,2.68338542506,0.525842736692,6.60380682563,4.00578305495,14.6062625576,2.65002632665,1.8705594422,0.990656377688,1.05101346834,3.73914675595
25,2.66582458633,2.87092369517,0.558219018727,6.60380682563,4.00578305495,14.6062625576,2.81619508726,1.8705594422,1.0075426448,1.05779169581,3.80629086085
26,2.72204105231,2.95202218954,0.609962758045,7.98582184408,4.00578305495,14.6062625576,2.85621565587,1.8705594422,1.0075426448,1.05779169581,3.96740028952
27,2.72204105231,3.04453240448,0.609962758045,8.95753803431,4.00578305495,14.6840417697,2.96094185192,1.94477110192,1.0075426448,1.08880045675,4.10259551291
28,2.75968625607,3.24178421153,0.609962758045,8.95753803431,4.00578305495,14.6840417697,3.12822227485,1.94477110192,1.01928322425,1.11817522819,4.14692479138
29,2.94281969242,3.26793280547,0.609962758045,8.95753803431,4.00578305495,14.6840417697,3.19224693134,1.94477110192,1.11117539581,1.27597489307,4.1992246437
30,2.94281969242,3.38438709994,0.634425196123,8.95753803431,4.25153237611,14.6840417697,3.32497308052,1.94477110192,1.11761013229,1.3054405873,4.25475390706
31,2.94281969242,3.55052377061,0.634425196123,9.01223617575,4.25153237611,15.562885289,3.3814733329,2.01388720751,1.11761013229,1.3054405873,4.377283376
32,2.94281969242,3.55052377061,0.638195877711,9.04201786771,4.25153237611,15.562885289,3.51066337282,2.03163332092,1.11761013229,1.43204478916,4.40799264888
33,3.13971386486,3.61281188558,0.670833616665,9.04201786771,4.25153237611,15.562885289,3.67736057818,2.13497980316,1.15138535005,1.43808783811,4.46816084694
34,3.13971386486,3.69383627466,0.716290465982,9.04201786771,4.25153237611,15.562885289,3.75715679937,2.13497980316,1.15138535005,1.48785390521,4.49376519961
35,3.3148763254,3.79686733325,0.782143282437,9.04201786771,4.25153237611,15.562885289,3.85459185095,2.21675771237,1.21300080378,1.4891708532,4.55238436942
36,3.50817208111,3.79686733325,0.807713891367,9.18049172262,4.25153237611,15.562885289,3.99729626428,2.21675771237,1.21300080378,1.5158689173,4.60505863912
37,3.52011705091,3.80110702927,0.842928009948,9.88062350497,4.30612514041,15.562885289,4.19329562293,2.21675771237,1.21300080378,1.5711464242,4.71079865878
38,3.75694837834,3.88002175429,0.842928009948,9.88062350497,4.30612514041,15.8817483064,4.3122985831,2.25111367965,1.25943546277,1.5711464242,4.79423892441
