Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageAccReward
0,0.131413451472,0.0725341586628,0.192509142822,-0.124733036987,0.583659193135,-3.87172509488,-0.0019000708691,0.0548596550656,0.0841032890369,0.0569940686285,-0.282228524391
1,-0.0907754882638,0.141840200135,0.407274679017,2.17594369346,2.49680900788,-4.32360836228,-0.0582317826055,0.155212192304,0.0735247789386,0.15728258483,0.113527150341
2,0.100478829042,0.217132950271,0.618613242484,2.2165286731,3.30563282155,-4.6336136748,-0.0455372931159,0.179080552881,0.0901754450457,0.197225006534,0.2245716553
3,0.178806791918,0.229018299107,0.814127654314,3.38303907149,4.57204068312,-5.27702282806,-0.105450502767,0.218178905622,0.159399189025,0.237318666821,0.440945593059
4,0.209644984792,0.389421132887,1.02386570493,2.08504456753,5.91238920986,-5.34424778454,-0.0641566957212,0.339782983774,0.181355632838,0.450028748126,0.518312848447
5,0.435866912179,0.44420544594,1.15328970431,1.2792734242,7.23590197948,-6.24433902286,-0.0561239788701,0.444135676508,0.426597800285,0.565498816521,0.568430675771
6,0.546555130516,0.74101784648,1.40214614605,1.59106127594,7.90108835379,-6.22013382613,0.0373729511712,0.555921019924,0.633212858407,0.568306334555,0.775654809071
7,0.784419623258,0.804010696815,1.63307392503,2.22310141771,9.16309040482,-6.90591855363,0.00293226298446,0.623962505806,0.767567551924,0.729344140223,0.982558397495
8,0.984646147334,0.862182851718,1.80561901376,2.90836468856,10.3946332651,-6.06927962651,0.0681155284634,0.57359642488,1.00686699095,0.823617197103,1.33583624813
9,1.00116591918,0.97014556817,2.0544754555,4.19084864081,11.30985767,-5.09280442025,0.191153714967,0.699217737119,1.19748282702,0.94980078705,1.74713438996
10,1.21395604156,1.00037363698,2.19839841509,4.26283427635,12.162875683,-7.01182269166,0.180001017528,0.794362175184,1.39523224479,0.946364011702,1.71425748105
11,1.4271919768,1.03255762721,2.35146597966,3.05389114262,13.8066931179,-6.68859688864,0.252985702225,0.979910530423,1.63076883003,1.08578270889,1.89326507271
