Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageAccReward
0,0.0810268646176,0.12116826615,-0.0660416787078,-0.313583675058,0.22282786246,-0.352336102162,0.165503908021,0.269832186963,-0.179595162098,0.00332062936273,-0.00478769004511
1,0.20314285343,0.00431549779008,0.184541658493,-0.156727556539,0.395759819948,-0.0160547811005,0.385281825867,0.346283449684,-0.239831991823,-0.0316281601548,0.107508261559
2,0.249199048224,0.178163976872,0.559516845175,-0.0916767794128,0.602921753076,0.0626678393437,0.476983536091,0.644279500784,-0.260128811533,0.172122982,0.259404989062
3,0.224008900577,0.326719765508,0.938281137161,-0.0283844137482,0.834081850811,0.433473631777,0.732910579856,0.995145243985,-0.498738467195,0.164164150372,0.41216623791
4,0.402905191154,0.433302838036,0.998165332687,0.269876436554,1.09536662572,0.621180887581,0.712730693707,1.1583573089,-0.35923756245,0.283310160221,0.561595791211
5,0.656794305128,0.631707504247,1.16560269679,0.738872101776,1.23408602603,0.911669097365,1.05278755178,1.37674732581,-0.13082263339,0.393162506356,0.803060648189
6,0.77136128476,0.846974029199,1.32454031884,0.989557857513,1.45403367097,1.22707282237,1.20739987658,1.50613044101,-0.3911701283,0.451233570657,0.93871337436
7,0.951371112455,1.02922903309,1.57840746913,1.30700562471,1.72075304865,1.59411866044,1.01699021483,1.74301146206,-0.0536604647441,0.443049541394,1.1330275702
8,1.12799544195,1.02923687683,1.78454591716,1.45987331195,1.93168899628,1.97355274838,1.0244564349,1.98762216394,-0.0867294386776,0.707465982753,1.29397084355
9,1.23428426349,1.20123953584,1.87369829212,1.76365529927,2.13974083994,2.22634079991,1.13800879289,2.31562977333,-0.00855209660936,0.893550280011,1.47775957802
10,1.43581706376,1.36284861059,1.93298165616,2.10305573891,2.36467833318,2.46639323344,0.855540589665,2.54761593908,0.251459310328,0.927900640132,1.62482911152
11,1.62076256386,1.51373664539,2.0648741696,2.33699081277,2.56100569268,2.87278176888,0.805176580287,2.79426075318,0.347780651805,1.07838820724,1.79957578457
12,1.78609989644,1.51446859392,2.3848113137,2.5665500958,2.76686031018,3.1209682244,0.998958149376,3.07860095728,0.716548963404,1.19316098811,2.01270274926
13,1.93061619025,1.54250743627,2.80682214845,2.85367129925,3.02969494965,3.49591801612,1.25542571419,3.39943921893,0.866442823024,1.41358085849,2.25941186546
14,2.14951951649,1.75710869088,3.02345245143,3.25015143963,3.22312674501,3.80118594617,1.34106252657,3.67232638733,1.07668475585,1.5761802363,2.48707986956
15,2.37100325634,1.81217103536,3.16809121673,3.55612906042,3.49909976917,3.92474022851,1.30204455655,3.86556912116,1.20448501847,1.59332204677,2.62966553095
16,2.38568120144,1.91982053952,3.64947035381,3.7167445922,3.69326410689,4.25558283151,1.53191157748,4.0755341338,1.18061832538,1.57671063477,2.79853382968
17,2.53946509776,2.08675876314,3.85452446818,4.08798247129,3.90926987328,4.65591850226,1.90236202136,4.32307035477,1.03666111394,1.57842838854,2.99744410545
18,2.71781330529,2.26229616663,4.02841762808,4.51017963893,4.2797745388,4.9572735076,2.19400338711,4.67352471162,1.26037334254,1.56800125047,3.24516574771
19,2.87381660794,2.35495463109,4.40559842984,4.85454881041,4.4657868102,5.26893517605,2.41032095615,4.96148897129,1.25375548092,1.6770318957,3.45262377696
20,3.0663293292,2.36157625909,4.74611048456,5.11200947098,4.6936877212,5.55289195592,2.58650037695,5.25342670989,1.35415485545,1.83390903983,3.65605962031
21,3.26441531369,2.52897038389,5.09108867562,5.50848961137,4.92786349392,5.74874364787,2.7407164575,5.44805026165,1.61544388409,1.96820407615,3.88419858057
22,3.41572752698,2.69636450869,5.32157041458,6.00897765562,5.16688282146,5.98239715749,2.90913386458,5.63790475562,1.71079755639,2.19014216197,4.10398984234
23,3.54579309329,2.85736699677,5.79268561655,6.24208998031,5.40476472034,6.29805331082,3.15545373655,5.83231584607,2.02292658331,2.31895151323,4.34704013972
24,3.65901847092,2.95189165642,6.04710672699,6.42240126331,5.65887340715,6.45351787501,3.32416222628,6.05610680659,2.06254461026,2.44622522194,4.50818482649
25,3.73062246688,2.92036979344,6.42395079439,6.72136272419,5.8246274614,6.82327615898,3.60842383481,6.28077268025,2.31728595279,2.71610883703,4.73668007042
26,3.90025129434,3.21234756401,6.71246857782,6.91483309197,6.08018197896,7.02410341802,3.80388355623,6.60732458203,2.30368632586,2.81262068201,4.93717010713
27,4.04139864821,3.37928323548,6.86999887237,7.23645196326,6.29398201785,7.33649325535,3.95290955887,6.90218292789,2.57016587403,2.87206717087,5.14549335242
28,4.18067055833,3.57721812836,7.05340534205,7.55962226637,6.51144049941,7.44862380101,3.87328898363,7.07483198337,2.7183585296,2.99776155528,5.29952216474
29,4.3183978264,3.71234278586,7.43032849786,7.95848186552,6.76475397233,7.70819052473,4.04446162176,7.24501395761,2.90160872414,3.11638178225,5.51999615585
30,4.46354432323,3.97275457162,7.69867481327,8.27500066604,6.96677646014,7.9811564266,4.2210803777,7.46175947291,2.98731407184,3.28636131997,5.73144225033
31,4.59777470795,4.14676510027,7.93522200839,8.61688778391,7.1857755081,8.2803773211,4.38335764473,7.64571738449,3.1256057461,3.43400323215,5.93514864372
32,4.8495343699,4.24414826906,8.22013758609,8.91682886012,7.39596351981,8.61058793459,4.86185071392,7.87752333282,3.24928266325,3.49739023345,6.1723247483
33,5.09601760399,4.48646377042,8.37792649627,9.22218220596,7.56947227306,8.90799402081,5.07398500166,8.15356884961,3.42980986764,3.57911659042,6.38965366798
34,5.23041569428,4.69267730163,8.60323854925,9.66475522228,7.83755546078,9.08274578131,5.0608167372,8.37251109994,3.73371526268,3.69188858559,6.5970319695
35,5.40695806112,4.86833981454,8.83011822618,9.80380946484,8.01883741497,9.38603665746,5.24805365113,8.59017084273,3.79593107027,3.8593995512,6.78076547544
36,5.59648170522,4.99693245879,9.06250863808,9.88466733983,8.21999512376,9.56945378735,5.46284341708,8.8554133415,3.97822645373,3.9480601531,6.95745824184
37,5.80955780477,5.18856877065,9.38311968149,10.1065171544,8.44615457337,9.87542042105,5.74186624217,9.06510166952,3.96020470594,4.13508300039,7.17115940237
38,5.97098889435,5.42826831129,9.73086260983,10.6642419397,8.6773146711,10.1338300678,5.69658555503,9.30124975109,4.01712914913,4.22476091863,7.3845231868
39,6.1030066171,5.63201422487,9.94353531403,10.9518816778,8.91910190584,10.5133562035,5.8515885488,9.48075715585,4.06172557544,4.3477627388,7.5804729962
40,6.19833712843,5.80068081393,10.1264021893,11.2947500109,9.12839811749,10.7704260116,6.14898453037,9.77673382159,4.08539503427,4.46571075744,7.77958184153
41,6.37799355671,5.85767941875,10.331333221,11.7057111022,9.37155142427,11.2045542385,6.6050080457,10.0904742052,4.22744496779,4.56142914859,8.03331793287
42,6.4893922636,5.76351932992,10.5441875321,12.0227222328,9.58668070239,11.5098221685,6.5209529577,10.381447519,4.18036889774,4.64557780079,8.16446714046
43,6.60886669952,6.01338500531,10.6639637491,12.427778723,9.80699480925,11.8095721607,6.36723337088,10.6211990585,4.28415055064,4.82890874961,8.34320528764
44,6.87991405882,6.21150079944,11.0248904411,12.7967744676,9.96214560384,12.1206461832,6.50731605653,10.9802702658,4.59126202346,5.0271318345,8.61018517343
45,7.01892640697,6.33858762101,11.1786310422,12.8979071706,10.2220235469,12.3432116986,6.79856555631,11.2288140342,4.56570609514,5.20379701933,8.77961701913
46,7.05641090529,6.30856981346,11.4941682272,13.1220781339,10.5043762821,12.5602250441,6.96482397233,11.4065831546,4.60232985384,5.31845893081,8.93380243178
47,7.26509673447,6.53323219119,11.7911025294,13.3489307649,10.733688748,12.8347907497,6.81585922663,11.6293158643,4.81972936958,5.42108953168,9.11928357097
48,7.36338035091,6.59618848442,12.1022781997,13.691799098,10.9483437587,13.1027024603,7.06270156158,11.9410674382,4.97290446095,5.50864065454,9.32900064673
49,7.49924134547,6.88790946625,12.3947904643,13.9155145501,11.1413662544,13.3252492269,7.09675644398,12.162188959,5.06999397908,5.66541775376,9.51584284432
50,7.59787659471,7.05657605531,12.5769399719,14.1825429199,11.3923461932,13.5655314387,7.42875796696,12.4237138543,5.2115885386,5.7401711603,9.7176044694
51,7.72893823256,7.28261564702,12.9543294332,14.512492415,11.5219756943,13.995724296,7.4446950331,12.5827110677,5.3980127617,5.736287938,9.91577825185
52,7.88273404956,7.35772585139,13.2569020327,14.8067550537,11.7452168651,14.2105877624,7.63648882651,12.8282903821,5.38539643377,6.00969200888,10.1119789266
53,8.12328345855,7.47125557804,13.4238475854,15.1066500201,11.9108188178,14.4820153606,7.89592616356,13.0271065441,5.51636530469,5.99926161823,10.2956530451
54,8.21510452179,7.62202782301,13.6220231838,15.3212141251,12.1025364106,14.8206787025,7.97452724491,13.1572620623,5.52842951656,6.14675733347,10.4510560924
55,8.38080715043,7.64329572552,13.9089965616,15.9822546514,12.377425892,15.0247484084,8.16856034488,13.4220018611,5.94695852744,6.30253247473,10.7157581597
56,8.50682520094,7.86275740433,14.0358548015,16.5896580604,12.6469371779,15.3118945635,8.37447663699,13.5712305404,6.07615474235,6.40640852834,10.9382197657
57,8.73187442524,7.98821780116,14.1301122715,16.8771408007,12.9097373512,15.6472430165,8.31167432832,13.7686100154,6.28907052534,6.51528068673,11.1168961222
58,8.86060496152,8.19129720301,14.3554873359,17.1063714196,13.0631486811,15.7434151477,8.50440484176,13.9838583962,6.43586710817,6.64566029749,11.2890115392
59,9.00576096508,8.36577429995,14.563036339,17.3962237522,13.2845116702,16.0036199628,8.75411827285,14.2526679101,6.55264748601,6.86389490613,11.5042255564
60,9.14219997358,8.40597108706,14.7067402262,17.5858136438,13.4480521347,16.2872681203,8.97389619069,14.4617670796,6.5095547064,6.98014984525,11.6501413008
61,9.21304398564,8.54900837323,15.0820834249,17.9435940902,13.687647243,16.5757565809,9.25547837135,14.6638297856,6.8315306015,7.13071845844,11.8932690915
62,9.44633826536,8.51672298454,15.3911265621,18.1961588675,13.9076314358,16.8458383184,9.46139466346,14.8913012455,7.04718187121,7.19689938041,12.0900593594
63,9.6440095494,8.48729824736,15.5696948678,18.313830295,14.0871100121,17.2236571038,9.37173948455,15.1284845105,7.11196362789,7.29025575876,12.2228043457
64,9.92944913827,8.59262924848,15.9630672924,18.4580321626,14.298425675,17.4897285867,9.4921932798,15.3614912023,7.11108045527,7.35153366076,12.4047630702
65,10.1620316883,8.62929828005,16.0867276247,18.6300774047,14.5783739925,17.8539993418,9.75248752645,15.497071419,7.46602940806,7.51203470915,12.6168131395
66,10.4206741277,8.88321615964,16.3452187407,18.9591800304,14.8322896138,18.2626231953,10.1407315377,15.691632418,7.63402395116,7.58880487584,12.875839465
67,10.5655752803,9.13592769549,16.6328589399,19.1455649383,15.09777847,18.5288001318,10.3115365383,15.9370894993,7.73093558538,7.77735406009,13.0863421139
68,10.756655891,9.21340978231,16.8358794261,19.4709152934,15.3778849818,18.8492710568,10.5932296187,16.1301030144,7.53747612089,7.86121765908,13.2626042845
69,10.8426620792,9.33430833675,17.185612318,20.0365222808,15.5916850207,19.1270251014,10.6027175345,16.4277864677,7.78709795766,7.9947409646,13.4930158061
70,10.9583178776,9.47146874485,17.3677618256,20.3702712391,15.7889732354,19.4483729876,10.8943589002,16.5584128782,7.85842716731,8.17784667741,13.6894211533
71,11.0872317621,9.48136354482,17.5477011901,20.6291442924,16.043851511,19.8075165311,11.0456117828,16.8284981871,7.8206812867,8.35640661718,13.8648006705
72,11.2121748642,9.65593375148,17.6213404325,20.7417402065,16.223357132,19.9658476084,11.2458659399,16.9372293368,8.0498992967,8.42952637282,14.0082914941
73,11.376746954,9.86595802597,17.7943614041,21.2343398443,16.4329007851,20.2062436304,11.5999035008,17.1558622109,8.18367434392,8.60635646895,14.2456347168
74,11.5669951754,10.0416205389,17.8635672259,21.6897339248,16.6455589614,20.5808792883,11.7371611003,17.357891748,8.39404236949,8.64024168746,14.451769202
75,11.7710932934,10.2111245071,17.9409250633,21.8765097023,16.8698651914,20.8617780911,12.0386114946,17.597378652,8.51043752775,8.73719242043,14.6414915943
76,11.9409945432,10.3754384888,18.2297156177,22.1131841113,17.1130184982,21.2260488462,11.7273790027,17.8101758099,8.5744548012,8.84928101767,14.7959690737
77,12.1558817681,10.6536117062,18.5697439193,22.4196656385,17.3381484965,21.4239561966,12.1137205899,18.0515571943,8.71894360109,8.95460548498,15.0399834596
78,12.3622846361,10.9278573571,18.8173268366,22.6779905096,17.5265105767,21.6759850793,11.9715632945,18.2781502159,8.91597235544,9.04428340322,15.2197924264
79,12.455978695,11.0844337298,19.1147224617,23.03607551,17.770878844,21.9084238613,12.0879916452,18.4131265041,9.05678542651,9.10088806521,15.4029304743
80,12.6519037125,11.1885767844,19.4470422603,23.2247911924,18.0360930336,22.1663798785,12.3296920858,18.6374637704,9.09601099893,9.21807126241,15.5996024979
81,12.8202442024,11.3285493108,19.7755264953,23.6545770947,18.2243052583,22.6238593304,12.5466126105,18.7624504786,9.34845493429,9.38757373366,15.8472153449
82,12.9565410739,11.5231151737,20.1547193535,23.9491201054,18.4404408517,22.8432964164,12.8067007189,18.8967026248,9.50239692223,9.50763430577,16.0580667546
83,12.9739610754,11.6249940626,20.5471388433,24.2914802387,18.770808129,22.9904239772,12.9517542639,19.1771691981,9.84003914505,9.61488260599,16.2782651539
84,13.1376700288,11.7462008918,20.884240721,24.8473043505,19.093003144,23.3105856127,13.2077665207,19.4094134519,9.9363693846,9.61300339483,16.5185557501
85,13.2971964484,11.8098094428,21.0915995558,25.2027708991,19.2772412688,23.6308706236,13.2491971577,19.6454611769,10.2124841767,9.69744002369,16.7114070774
86,13.3606298415,11.9073608566,21.4062311602,25.504214214,19.5485048333,23.8732003675,13.1477247514,19.7813778739,10.4678424835,9.87065267664,16.8867739059
87,13.5518372931,12.0204962222,21.6839831855,25.8201051965,19.7825941527,24.1586768031,13.1954818198,20.0418884426,10.5679348631,10.0449761476,17.0867974126
88,13.647677892,12.237612439,22.0769797258,26.2786472937,20.0081619355,24.3840976201,13.4965492033,20.2378902462,10.5902560176,10.281312444,17.3239184817
89,13.7075846048,12.4803030048,22.4278649163,26.469292076,20.2977926179,24.818225847,13.5867479213,20.6502865966,10.7708495936,10.4201542997,17.5629101478
90,13.9061566004,12.5644975734,22.781565633,26.7520162087,20.6086337884,25.1170480673,13.3491661679,21.0403882399,10.7805059047,10.5997757404,17.7499753924
91,14.0106147295,12.8940423588,22.8946466574,27.0481285314,20.7422571426,25.3346273056,13.7672358268,21.2441583301,10.8184787394,10.7365225593,17.9490712181
