Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageRegret
0,0.0,0.0,0.0,0.206269404085,0.0,0.0863746611919,0.0,0.0508230684495,0.222044593824,0.0,0.0565511727551
1,0.218292222471,0.418942519033,0.102597181996,0.75677078881,0.224562068304,0.342415039355,0.0,0.150300550193,0.339070415076,0.397749405322,0.295070019056
2,0.371848361808,0.418942519033,0.442792213108,0.988702396634,0.362637266978,0.444254963343,0.208046065921,0.343170164425,0.566359738139,0.439401825818,0.458615551521
3,0.371848361808,0.702556322571,0.554657903922,1.25468029485,1.05967454466,0.480715174578,0.596431986748,0.456828222152,0.566359738139,0.480954511581,0.652470706101
4,0.474107050992,1.00690101709,0.567092455747,1.48436434419,1.06419787103,0.53807286456,0.724595645365,0.468674575603,0.58860599144,0.480954511581,0.73975663276
5,0.474107050992,1.00690101709,0.673944378549,1.83530169127,1.49119666275,0.66639997039,0.724595645365,0.837758002713,0.74929060994,0.708730412622,0.916822544168
6,0.474107050992,1.00690101709,0.772665695398,1.96302873759,1.85027281617,0.776949247787,0.724595645365,1.25232194861,0.844071976558,0.884360636983,1.05492747726
7,0.821371682143,1.19139343818,0.984340705714,2.33677397123,1.85027281617,0.945931158689,0.724595645365,1.64452088801,0.844071976558,0.96649187042,1.23097641525
8,0.821371682143,1.5509196069,0.984340705714,2.79886452563,2.11841556042,1.0693030132,1.00573899138,1.65973302752,1.07286283816,1.05337427091,1.4134924222
9,0.821371682143,1.83945806222,0.984340705714,2.85988432481,2.36492979303,1.15306490152,1.00573899138,1.94607818916,1.07286283816,1.05337427091,1.51011037591
10,0.821371682143,2.32914642693,1.06168420122,3.09895068069,2.51921761764,1.15306490152,1.04804054473,1.95863466707,1.22925552816,1.05337427091,1.6272740521
11,0.821371682143,2.46979374528,1.06168420122,3.40818629381,2.53744398751,1.28455760069,1.33336484708,2.11789952561,1.32255927637,1.05337427091,1.74102354306
12,0.90900290797,2.46979374528,1.24120845726,3.58699247183,2.81113397941,1.41495471673,1.51372704483,2.32575781535,1.44966242256,1.18483851206,1.89070720733
13,0.90900290797,2.46979374528,1.24120845726,3.92147315692,2.84142421038,1.45550771198,1.6508509023,2.56587866387,1.49589207439,1.24024728133,1.97912791117
14,0.90900290797,2.46979374528,1.63297286631,4.47482524593,3.132759939,1.51901509979,1.6508509023,2.56587866387,1.60618071289,1.25451668433,2.12157967677
15,0.90900290797,2.63377545246,1.8792976492,4.69610791921,3.22009556884,1.54613158976,1.85628557594,2.60493122539,1.65537532541,1.25451668433,2.22555198985
16,1.17256080758,2.77660091882,2.08143215616,4.73150192211,3.38019801268,1.74475932121,2.11368252439,2.64171787892,1.70256667536,1.25451668433,2.35995369016
17,1.4055208283,2.8287193594,2.35086749813,4.76727642026,3.91415612432,1.80058871161,2.20802435961,2.85503287443,1.70256667536,1.25451668433,2.50872695357
18,1.4055208283,3.18462924065,2.36440077766,5.0656315384,3.99049768751,2.02047882497,2.51346826063,3.16159004329,1.90148811443,1.31223901286,2.69199443287
19,1.58962318707,3.31269958176,2.45934762373,5.26001516616,4.63743367668,2.02047882497,2.54609665081,3.20839201924,2.01131543026,1.31223901286,2.83576411736
20,1.58962318707,3.31269958176,2.48340919278,5.55963475479,4.73787675752,2.04351299525,2.54609665081,3.45953162144,2.01131543026,1.4235641911,2.91672643628
21,1.88256700187,3.69562040381,2.48490661226,5.97302338923,5.09740126481,2.04351299525,2.90842446809,3.89167304444,2.08291045594,1.45095930816,3.15109989438
22,1.88256700187,3.87908517644,2.52305193533,6.36733728955,5.35372420319,2.04351299525,2.98809276478,4.17366961173,2.23649753471,1.69187529168,3.31394138045
23,1.88538836222,4.10005776018,2.62175830314,6.54988651797,5.55336291001,2.14343154693,2.996800088,4.65950961718,2.24183703726,1.69187529168,3.44439074346
24,1.88538836222,4.25676654912,2.74802734289,6.90626141273,5.98583149385,2.38362535084,3.00224943316,4.65950961718,2.28137421849,1.69187529168,3.58009090722
25,1.88538836222,4.48130824415,2.78004530482,7.19098030995,6.29797089616,2.42759355563,3.24378884337,4.80894385711,2.43691211593,1.92077808634,3.74737095757
26,1.98535360324,4.92210646987,2.96398277092,7.60552013157,6.29797089616,2.58236850828,3.48769618118,5.09557020776,2.43691211593,1.93800667041,3.93154875553
27,2.07077855182,5.20229940931,3.12517759678,7.97963995058,6.29797089616,2.79083132066,3.48769618118,5.11855223951,2.57386013161,1.93800667041,4.0584812948
28,2.09478953886,5.20229940931,3.12517759678,8.26785867819,6.29797089616,2.95320259336,3.86490737126,5.59786593419,2.66550967722,2.20111275706,4.22706944524
29,2.28143070334,5.48887031106,3.12517759678,8.60977540524,6.3938123934,3.13736615807,4.06997192946,5.66467733152,2.66550967722,2.26475414443,4.37013456505
30,2.4217302667,5.73033453265,3.13745324381,8.78791931134,6.3938123934,3.28720766965,4.25621957982,5.66467733152,2.66550967722,2.32782297405,4.46726869802
31,2.42191424495,6.08794071944,3.39453982242,9.32058167244,6.54015990019,3.3388936297,4.33809000629,5.82537621164,2.81575981058,2.32782297405,4.64110789917
32,2.42191424495,6.14665044737,3.39564122827,9.62282307011,6.6283153533,3.43485188431,4.33809000629,6.1243709625,2.94878850206,2.32782297405,4.73892686732
33,2.42191424495,6.3734778247,3.52864222429,10.1608703065,6.70522250768,3.55986833254,4.44625117782,6.1243709625,3.09126735065,2.32782297405,4.87397079057
34,2.74793566053,6.44849273329,3.6232301662,10.175887645,6.70522250768,3.60672919234,4.82793761336,6.1243709625,3.22180887561,2.32782297405,4.98094383305
