Time(Iteration),AccOptimalReward
0,1.17540092056,1.11683601846,1.34342894057,1.31580303471,0.743444313241,1.35523761049,0.580133155085,0.636575819548,1.31289582187,1.10845505582,1.06882106903
1,2.28922239113,2.30961006126,2.52197061384,2.3792879716,1.53011471164,2.56791931275,1.22851088848,1.14886370999,2.6128879815,2.22089098536,2.08092786275
2,3.38345734073,3.5475609978,3.84306141992,3.14612962691,2.31475108735,3.80778709488,1.80596262363,1.70428484407,3.92503157247,3.34007927474,3.08181058825
3,4.36290242514,4.73291065716,4.96730193717,4.00589705207,2.93563006962,4.98162520127,2.41763608304,2.24542515383,5.33476450193,4.32606110739,4.03101541886
4,5.5851312854,5.95214721897,6.18777862234,4.9270646668,3.57918935994,5.95881776694,2.98689502306,2.78986694118,6.61327086889,5.59075317432,5.01709149278
5,6.67675980429,7.08473229643,7.45368021957,5.85537560302,4.22397345768,7.44623139886,3.48550759182,3.51608890178,8.00558895666,6.68539258479,6.04333308149
6,7.76859780079,8.12866502903,8.69801289488,7.03643569399,5.0352452562,8.52523962467,4.07576755479,4.14123880886,9.16314942768,7.85772146099,7.04300735519
7,8.96746791905,8.97839793911,10.2033764145,8.28909035968,5.70600984932,9.83310692556,4.58008244279,4.59836887953,10.4210336475,8.95894306936,8.05358774464
8,10.0253383369,9.9535980201,11.3882226296,9.39095361478,6.4457049021,11.0163293452,5.15413774957,5.15626181647,11.7798926384,10.1207541496,9.04311932027
9,11.2653268192,11.2146282954,12.7616746256,10.4477490939,7.25110065606,12.0442768359,5.83064165848,5.75526453128,12.8484037441,11.1080203037,10.0527086564
10,12.3111762829,12.4782505308,13.9582824253,11.7306303451,7.99688773804,13.1623635999,6.31569728699,6.37759121707,14.2017893196,11.9896401098,11.0522308856
11,13.5016894277,13.6552991061,14.9460484284,12.7224448418,8.64357657069,14.2813959923,6.98728744379,6.96271411798,15.4694329844,13.1249899073,12.0294878821
12,14.7323177821,14.9126811607,16.2679979895,13.9226618827,9.29869466009,15.7290857125,7.54950967802,7.60143682432,16.9845054556,14.2461827024,13.1245073848
13,15.9851817008,15.9591617031,17.5191349156,15.2593866572,9.99234672262,17.2778642272,8.13912074325,8.08887840726,18.1790041898,15.3839131524,14.1783992419
14,17.0466686357,17.1468540696,18.6865787602,16.1704734407,10.7290406708,18.6342129277,8.71185055674,8.73120929234,19.4380447405,16.5003836097,15.1795316704
15,18.2901694717,18.157207232,20.1646962357,17.393887545,11.3944550704,19.8544603019,9.26764402485,9.33488788453,20.6628605817,17.5466647778,16.2066933126
16,19.3603762258,19.0195263681,21.3924601293,18.5755679313,12.1454703191,21.1302933495,9.75084390481,9.86301776044,21.8447004486,18.7450862003,17.1827342637
17,20.4479268823,19.8813165436,22.7552904811,19.751545535,12.9127462866,22.4867702047,10.3692203777,10.536142801,23.1754396542,19.9561254427,18.2272524209
18,21.537674165,20.89469495,23.8433755653,20.5649199423,13.5340239333,23.9776048704,10.9823491041,11.2800883818,24.4082531954,21.0212939024,19.204427801
19,22.5224429128,21.8662860896,25.0087979497,21.7149464236,14.1523967171,24.9844240433,11.5477953001,11.9665620912,25.4726448649,22.0780188512,20.1314315243
20,23.7576085925,23.2467120411,26.1916959828,22.7266672011,14.7867068796,26.1983225384,12.0851916237,12.5495164839,26.6757028143,23.2715074965,21.1489631654
21,24.9822566108,24.4957310925,27.4423487054,23.9757631288,15.3641822464,27.5627835261,12.639456578,13.1359671231,28.1504716712,24.4113381018,22.2160298784
22,26.2088663801,25.4928873756,28.6521317311,25.1075803401,16.0561909257,28.4775271193,13.1195943031,13.7129957359,29.5571634822,25.5484458608,23.1933383254
23,27.4305606216,26.5022313419,29.8753043881,26.1656982409,16.6994144699,29.6275523555,13.7031066464,14.4194548969,30.7162431956,26.7922974054,24.1931863562
24,28.5450011074,27.6670095615,31.2440128234,27.3647878404,17.3946840933,31.041692795,14.2811772246,15.0826578101,31.9134067656,27.8793767826,25.2413806804
25,29.6988112901,28.8707645543,32.33656515,28.4742487133,18.0664141008,32.1749621909,14.881510002,15.5783162679,32.9534721783,29.0330716778,26.2068136125
26,30.6961668284,30.0404988905,33.4576835371,29.4391693942,18.6185512187,33.4789203967,15.330797949,16.2174753526,34.2404494308,30.0447887078,27.1564501706
27,31.5651678115,31.289613896,34.544917789,30.3603502356,19.3900907756,34.7316251738,15.8348583623,16.8255868142,35.5458023375,31.2686849517,28.1356698147
28,32.6234599475,32.531664988,35.8209764101,31.476218181,20.146557659,36.0617094969,16.4337260583,17.5067139911,36.7318195357,32.473233187,29.1806079455
29,33.8086678028,33.7633731834,37.0370117478,32.4740407144,20.9348102371,37.1771324199,17.028909409,18.1818721248,37.9371160629,33.6058262402,30.1948759942
30,34.8660732941,34.8873460682,38.3952234194,33.4151462655,21.5428845733,38.466539416,17.5230257351,18.7145216163,39.1044924898,34.7651341179,31.1680386996
31,35.8763618025,35.9236552558,39.6435383506,34.5553558055,22.1667617278,39.9506342409,18.0509662144,19.2943007792,40.3713228829,35.8857533501,32.171865041
32,37.0198697273,37.2034854294,40.9210938439,35.6409526311,23.024313398,41.2566303948,18.635667126,19.8059900003,41.8520721658,37.0515864769,33.2411661194
33,38.0896626221,38.5497623625,41.9694427643,36.7679160625,23.6788664857,42.5132691686,19.2313174053,20.4279284916,43.1527131308,38.2955972586,34.2676475752
34,39.3268920073,39.6302442555,43.1413046587,37.7700325514,24.3937175551,43.8154586646,19.7715195354,20.9753830574,44.496141784,39.5231734687,35.2843867538
35,40.5893228073,40.582514326,44.2909959088,38.6826216424,25.0341096676,45.1946913994,20.3659193338,21.5479554895,45.6836519135,40.5705910138,36.2542373502
36,41.6940591649,41.7870503,45.4211771847,39.9813139798,25.7577751464,46.4790917223,20.9609403809,22.178973401,46.8465110171,41.8163461084,37.2923238405
37,42.778193821,43.085183941,46.7319342275,41.1276105797,26.5341288744,47.7146149457,21.4682986882,22.8173429363,48.5130502493,42.7938859531,38.3564244216
38,44.0030736704,44.2369884929,48.1036635978,42.0736358504,27.2705367271,48.9802975316,21.8949187252,23.4602796619,49.8491291973,43.9401055684,39.3812629023
39,45.1633482635,45.1018586252,49.2650848104,43.3199300487,27.9681359412,50.2599210025,22.4626082888,24.068648745,51.0582213221,45.0192113622,40.368696841
40,46.1636637228,46.1200004555,50.3648270626,44.2994981829,28.7178317585,51.4620314729,23.0455697602,24.6743029436,52.3817657289,46.1228683136,41.3352359402
41,47.4169507053,47.4252498702,51.6082017207,45.3389086862,29.5576465391,52.8520696714,23.5891282114,25.3111774983,53.7575702633,47.1650434785,42.4021946644
42,48.6443820527,48.4122730407,52.7547779149,46.5037647176,30.2206689375,54.1141610295,24.2857202432,25.9471769597,55.1015698688,48.2318236732,43.4216318438
43,49.8654210414,49.5833761932,53.979629405,47.6808341107,30.8849973427,55.2170762838,24.7696567692,26.5283476138,56.4618334924,49.3526579154,44.4323830168
44,50.9312668123,50.5602117229,55.239429085,48.8642654664,31.6079072928,56.297791309,25.2727038693,27.1071932255,57.7470769778,50.5067385484,45.4134584309
45,52.1097725295,51.6983710167,56.5062017394,49.9700441766,32.3469156979,57.3703530015,25.8807148128,27.6830056218,58.8289716498,51.5919200487,46.3986270295
46,53.1092887588,52.7589159118,57.6534990361,51.112324542,32.9914641979,58.6493010987,26.4737093796,28.198107312,60.0524684024,52.8682307411,47.386730938
47,54.2144683731,53.8290689558,59.0601506297,52.1351666324,33.7765012838,59.9159623888,26.9260897663,28.7911939505,61.5019946289,53.9071219051,48.4057718514
