Time(Iteration),0,1,2,3,4,5,6,7,8,9,AverageRegret
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.360752187222,0.506844970688,0.147759062568,0.0554169372809,0.27985828499,0.12146784529,0.141307992217,0.351778167199,0.0452660634628,0.307971948698,0.231842345962
2,0.360752187222,0.658402726784,0.147759062568,0.090004838932,0.27985828499,0.15643486267,0.141307992217,0.362187891678,0.0452660634628,0.307971948698,0.254994585922
3,1.13146184527,1.33267718519,0.87963134018,0.191242029512,1.2065172735,0.322570745299,0.735355338186,1.12630588748,0.6411961145,1.29931922062,0.886627697973
4,1.13146184527,1.33267718519,0.87963134018,0.310702792029,1.2065172735,0.450963875495,0.735355338186,1.50664487867,0.6411961145,1.29931922062,0.949446986364
5,1.22318619088,1.62721918706,0.972391091831,0.319789105519,1.52094266209,0.487820292203,0.948136346071,1.67695166484,0.779264456376,1.49491524919,1.10506162461
6,1.22318619088,1.62721918706,0.972391091831,0.432610049321,1.52094266209,0.538376212779,0.948136346071,1.81770860556,0.779264456376,1.49491524919,1.13547500512
7,1.61532229954,1.96426814044,1.38888380498,0.545801016521,2.06020561384,0.634375250327,1.30890385788,2.25344741048,1.11140690384,2.06939778618,1.4952012084
8,1.66501712085,1.97534636653,1.68154291599,0.545801016521,2.48304867732,0.634375250327,1.56914669279,2.36553416367,1.33345149767,2.51449781203,1.67677615137
9,1.79123113507,2.07551384851,1.84657276712,0.620528881134,2.7358907938,0.825106327187,1.73200892505,2.870420885,1.43299524517,2.78231687162,1.87125856796
10,2.00952335754,2.2049437798,2.03520060063,0.684569664247,3.01314522968,0.974798237063,1.86328915548,2.94162944445,1.54064476185,3.07967281572,2.03474170465
11,2.05701152651,2.39156674737,2.04755844261,0.709510949718,3.10129006097,1.08145335904,1.89241274643,3.2009652922,1.54064476185,3.28009242791,2.13025063146
12,2.10443049038,2.64713979404,2.15015562461,0.822749296906,3.32411362334,1.14617944025,1.98657926724,3.4196265209,1.63106444543,3.52229889389,2.2754337397
13,2.45929174277,2.83531235399,2.47910502633,0.986454085674,3.74328115016,1.41689908085,2.22605685801,3.48773777169,1.86114970449,3.67322743662,2.51685152106
14,2.45929174277,2.83531235399,2.58839465578,0.986454085674,3.96784321847,1.41689908085,2.30750284898,3.65786883835,1.9972203303,3.91738390585,2.6134171061
15,2.45929174277,2.89942559985,2.63317935042,1.04618721732,4.14682873398,1.56306489722,2.37657185132,4.2024057364,2.04320811666,4.11010142662,2.74802646726
16,2.85966128037,3.10566612812,3.02175624407,1.04618721732,4.28820647329,1.66603832387,2.46109771617,4.65712152736,2.12595521042,4.74937318534,2.99810633063
17,2.85966128037,3.10566612812,3.02175624407,1.04618721732,4.28820647329,1.66603832387,2.46109771617,4.69986159003,2.12595521042,4.74937318534,3.0023803369
18,3.02232665429,3.26357450519,3.15858093443,1.04618721732,4.47617015298,1.69764331541,2.58414023473,4.91942243284,2.24298103167,4.94695652227,3.13579830011
19,3.45358315258,3.71319311613,3.15858093443,1.27224278944,4.47617015298,1.80361156001,3.01457621081,5.2725671443,2.24298103167,5.42767162617,3.38351777185
20,3.60713929192,3.86843715992,3.35391791144,1.29710465431,4.74912878952,1.83576060943,3.11759927503,5.52521294033,2.4074724734,5.724480792,3.54862538973
21,4.17292380754,4.59336536077,3.79814345139,1.56661931645,4.78862338188,2.03648227577,3.56344692708,6.09390651901,2.81835024786,6.40830513251,3.98401664203
22,4.5767883937,4.86240669877,4.28874587135,1.72892960664,5.36779902222,2.19583425055,3.97758639298,6.53455080425,3.23820355372,6.9442344413,4.37150790355
23,4.59876067428,4.87581050857,4.43120820281,1.72892960664,5.56473375414,2.19583425055,4.09335668463,6.68240003636,3.31973629275,7.15113727937,4.46419072901
